"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.76095095095E+005, +4.15280981449E+001, +0.00000000000E+000
+4.77345345345E+005, +4.14644719810E+001, +0.00000000000E+000
+4.78595595596E+005, +4.13960378674E+001, +0.00000000000E+000
+4.79845845846E+005, +4.13354288398E+001, +0.00000000000E+000
+4.81096096096E+005, +4.12690165153E+001, +0.00000000000E+000
+4.82346346346E+005, +4.12093476483E+001, +0.00000000000E+000
+4.83596596597E+005, +4.11394022598E+001, +0.00000000000E+000
+4.84846846847E+005, +4.10769814712E+001, +0.00000000000E+000
+4.86097097097E+005, +4.10130645641E+001, +0.00000000000E+000
+4.87347347347E+005, +4.09444472086E+001, +0.00000000000E+000
+4.88597597598E+005, +4.08773381213E+001, +0.00000000000E+000
+4.89847847848E+005, +4.08064574856E+001, +0.00000000000E+000
+4.91098098098E+005, +4.07446610406E+001, +0.00000000000E+000
+4.92348348348E+005, +4.06784427390E+001, +0.00000000000E+000
+4.93598598599E+005, +4.06114422435E+001, +0.00000000000E+000
+4.94848848849E+005, +4.05417846157E+001, +0.00000000000E+000
+4.96099099099E+005, +4.04744232963E+001, +0.00000000000E+000
+4.97349349349E+005, +4.04079928799E+001, +0.00000000000E+000
+4.98599599600E+005, +4.03421475760E+001, +0.00000000000E+000
+4.99849849850E+005, +4.02688878790E+001, +0.00000000000E+000
+5.01100100100E+005, +4.02089174220E+001, +0.00000000000E+000
+5.02350350350E+005, +4.01392277743E+001, +0.00000000000E+000
+5.03600600601E+005, +4.00706520001E+001, +0.00000000000E+000
+5.04850850851E+005, +4.00015147770E+001, +0.00000000000E+000
+5.06101101101E+005, +3.99324107543E+001, +0.00000000000E+000
+5.07351351351E+005, +3.98657560719E+001, +0.00000000000E+000
+5.08601601602E+005, +3.97967222894E+001, +0.00000000000E+000
+5.09851851852E+005, +3.97273255416E+001, +0.00000000000E+000
+5.11102102102E+005, +3.96638650615E+001, +0.00000000000E+000
+5.12352352352E+005, +3.95955687570E+001, +0.00000000000E+000
+5.13602602603E+005, +3.95244640209E+001, +0.00000000000E+000
+5.14852852853E+005, +3.94566237002E+001, +0.00000000000E+000
+5.16103103103E+005, +3.93890976220E+001, +0.00000000000E+000
+5.17353353353E+005, +3.93199361649E+001, +0.00000000000E+000
+5.18603603604E+005, +3.92528159404E+001, +0.00000000000E+000
+5.19853853854E+005, +3.91861159613E+001, +0.00000000000E+000
+5.21104104104E+005, +3.91135380619E+001, +0.00000000000E+000
+5.22354354354E+005, +3.90438160016E+001, +0.00000000000E+000
